Delhi metro fare : 1st query,Prerna,Ojasvi,Urvi,Himanshu,,Prerna ,Ojasvi ,Urvi,Himanshu
https://www.motachashma.com/entranceexam/100217/iiit-delhi-admission&sa=U&ved=0ahUKEwiygoWx34TaAhXEH5QKHSduCS4QFghJMAg&usg=AOvVaw0ztFDbrcTH-TWLUINu6lqv,,1,,,,,7,,
https://www.shiksha.com/university/indraprastha-institute-of-information-technology-delhi-32722,,1,,,,,8,,
http://www.recruitmentinboxx.com/iiit-delhi-admission/7559/,,1,,,,,9,,
https://www.campusoption.com/college/admission/indraprastha-institute-of-information-technology-delhi,,0,,,,,10,,
,,,,,,,,,
Ranking Annotation,,,,,,,,,
,,,,,,,,,
"1,2",,0,,,,,,,
"1,3",,0,,,,,,,
"1,4",,0,,,,,,,
"1,5",,0,,,,,,,
"1,6",,0,,,,,,,
"1,7",,0,,,,,,,
"1,8",,0,,,,,,,
"1,9",,0,,,,,,,
"1,10",,0,,,,,,,
"2,3",,0,,,,,,,
"2,4",,0,,,,,,,
"2,5",,0,,,,,,,
"2,6",,0,,,,,,,
"2,7",,0,,,,,,,
"2,8",,0,,,,,,,
"2,9",,0,,,,,,,
"2,10",,0,,,,,,,
"3,4",,0,,,,,,,
"3,5",,0,,,,,,,
"3,6",,0,,,,,,,
"3,7",,0,,,,,,,
"3,8",,0,,,,,,,
"3,9",,0,,,,,,,
"3,10",,0,,,,,,,
"4,5",,0,,,,,,,
"4,6",,0,,,,,,,
"4,7",,0,,,,,,,
"4,8",,0,,,,,,,
"4,9",,0,,,,,,,
"4,10",,0,,,,,,,
"5,6",,0,,,,,,,
"5,7",,0,,,,,,,
"5,8",,0,,,,,,,
"5,9",,0,,,,,,,
"5,10",,0,,,,,,,
"6,7",,0,,,,,,,
"6,8",,0,,,,,,,
"6,9",,0,,,,,,,
"6,10",,1,,,,,,,
"7,8",,0,,,,,,,
"7,9",,0,,,,,,,
"7,10",,1,,,,,,,
"8,9",,0,,,,,,,
"8,10",,1,,,,,,,
"9,10",,1,,,,,,,
,,,,,,,,,
route to IIIT-D : 12th query,,,,,,,,,
,,,,,,,,,
https://www.iiitd.edu.in/HowtoreachIIITD.pdf&sa=U&ved=0ahUKEwim1Jjq2t3aAhWLYo8KHc7VAm0QFggVMAA&usg=AOvVaw3yT-PeVHPWh-Nuh_ObARGv,,0,,,,,2,,
https://www.quora.com/How-do-I-reach-IIIT-Delhi-from-Delhi-Airport,,1,,,,,3,,
https://www.iiitd.edu.in/directions.php,,1,,,,,4,,
http://www.indiaeducation.net/iiit/delhi/contacts.aspx,,1,,,,,5,,
http://www.crackthemba.com/directions/,,1,,,,,8,,
https://www.iiitd.ac.in/admission/phd/apr2017,,0,,,,,9,,
https://old.iiitd.ac.in/admission/phd/2011/procedure,,0,,,,,10,,
https://www.quora.com/How-do-I-reach-IIIT-Delhi-from-Delhi-Airport,,1,,,,,7,,
http://www.indiaeducation.net/iiit/delhi/contacts.aspx,,1,,,,,6,,
http://www.crackthemba.com/directions/,,1,,,,,1,,
,,,,,,,,,
Ranking Annotation,,,,,,,,,
,,,,,,,,,
"1,2",,0,,,,,,,
"1,3",,1,,,,,,,
"1,4",,0,,,,,,,
"1,5",,0,,,,,,,
"1,6",,0,,,,,,,
"1,7",,0,,,,,,,
"1,8",,0,,,,,,,
"1,9",,0,,,,,,,
"1,10",,0,,,,,,,
"2,3",,1,,,,,,,
"2,4",,0,,,,,,,
"2,5",,0,,,,,,,
"2,6",,0,,,,,,,
"2,7",,0,,,,,,,
"2,8",,0,,,,,,,
"2,9",,0,,,,,,,
"2,10",,0,,,,,,,
"3,4",,0,,,,,,,
"3,5",,0,,,,,,,
"3,6",,0,,,,,,,
"3,7",,0,,,,,,,
"3,8",,0,,,,,,,
"3,9",,0,,,,,,,
"3,10",,0,,,,,,,
"4,5",,0,,,,,,,
"4,6",,0,,,,,,,
"4,7",,0,,,,,,,
"4,8",,0,,,,,,,
"4,9",,0,,,,,,,
"4,10",,0,,,,,,,
"5,6",,0,,,,,,,
"5,7",,0,,,,,,,
"5,8",,0,,,,,,,
"5,9",,0,,,,,,,
"5,10",,0,,,,,,,
"6,7",,0,,,,,,,
"6,8",,0,,,,,,,
"6,9",,0,,,,,,,
"6,10",,0,,,,,,,
"7,8",,0,,,,,,,
"7,9",,0,,,,,,,
"7,10",,0,,,,,,,
"8,9",,0,,,,,,,
"8,10",,0,,,,,,,
"9,10",,0,,,,,,,
,,,,,,,,,
IIIT Delhi cutoff : 13th query,,,,,,,,,
,,,,,,,,,
https://www.quora.com/What-is-the-cut-off-for-CSE-in-IIIT-Delhi,,1,,,,3,,,
https://iiitd.ac.in/admission/btech/cut-offs,,1,,,,1,,,
https://www.iiitd.ac.in/,,1,,,,2,,,
https://www.collegepravesh.com/engineering-colleges/iiit-delhi/,,1,,,,4,,,
https://engineering.careers360.com/articles/iiit-delhi-mtech-2016-cutoff,,1,,,,5,,,
https://cutoffs.aglasem.com/45,,1,,,,6,,,
https://engineering.careers360.com/articles/iiit-delhi-mtech-2015-cutoff,,1,,,,7,,,
https://admission.aglasem.com/iiit-delhi-cut-off-btech/,,1,,,,8,,,
http://www.baidu.com/link?url=GOAueA5ld_wrjBvyKqy0ti6T8gc1,,1,,,,9,,,
http://engistan.com/cutoffs/gatecutoff/iiit-delhi-gate-2014-cut-off-score-m-tech/,,1,,,,10,,,
,,,,,,,,,
Ranking Annotation,,,,,,,,,
,,,,,,,,,
"1,2",,0,,,,,,,
"1,3",,1,,,,,,,
"1,4",,0,,,,,,,
"1,5",,0,,,,,,,
"1,6",,0,,,,,,,
"1,7",,0,,,,,,,
"1,8",,0,,,,,,,
"1,9",,0,,,,,,,
"1,10",,0,,,,,,,
"2,3",,1,,,,,,,
"2,4",,0,,,,,,,
"2,5",,0,,,,,,,
"2,6",,0,,,,,,,
"2,7",,0,,,,,,,
"2,8",,0,,,,,,,
"2,9",,0,,,,,,,
"2,10",,0,,,,,,,
"3,4",,0,,,,,,,
"3,5",,0,,,,,,,
"3,6",,0,,,,,,,
"3,7",,0,,,,,,,
"3,8",,0,,,,,,,
"3,9",,0,,,,,,,
"3,10",,0,,,,,,,
"4,5",,0,,,,,,,
"4,6",,0,,,,,,,
"4,7",,0,,,,,,,
"4,8",,0,,,,,,,
"4,9",,0,,,,,,,
"4,10",,0,,,,,,,
"5,6",,0,,,,,,,
"5,7",,0,,,,,,,
"5,8",,0,,,,,,,
"5,9",,0,,,,,,,
"5,10",,0,,,,,,,
"6,7",,0,,,,,,,
"6,8",,0,,,,,,,
"6,9",,0,,,,,,,
"6,10",,0,,,,,,,
"7,8",,0,,,,,,,
"7,9",,0,,,,,,,
"7,10",,0,,,,,,,
"8,9",,0,,,,,,,
"8,10",,0,,,,,,,
"9,10",,0,,,,,,,
,,,,,,,,,
Research opportunities at IIITD : 14th query,,,,,,,,,
,,,,,,,,,
https://www.iiitd.ac.in/research/rsnews,,1,,,,1,,,
http://precog.iiitd.edu.in/openings/,,1,,,,2,,,
https://www.quora.com/What-is-your-review-of-Indraprastha-Institute-of-Information-Technology-Delhi,,1,,,,4,,,
https://www.iiitd.edu.in/~angshul/Research.htm,,1,,,,3,,,
https://www.quora.com/topic/Indraprastha-Institute-of-Information-Technology-Delhi-IIIT-Delhi,,1,,,,5,,,
https://engineering.careers360.com/colleges/indraprastha-institute-of-information-technology-delhi,,1,,,,6,,,
https://iiitd.ac.in/careers/staff&sa=U&ved=0ahUKEwiYk9aN1JPaAhXLKY8KHRkiBisQFgg_MAg&usg=AOvVaw1IqBrBQ1QOMDWW3ovPUYDh,,1,,,,7,,,
https://iiitd.ac.in/research&sa=U&ved=0ahUKEwiYk9aN1JPaAhXLKY8KHRkiBisQFggYMAE&usg=AOvVaw05TqJr9P10CBxzUVQFjkk2,,1,,,,8,,,
http://faculty.iiitd.ac.in/~bagler/opp/internships.html,,1,,,,9,,,
https://www.quora.com/How-good-are-DTU-BITS-NSIT-and-IIIT-Delhi-as-compared-to-each-other-in-terms-of-placements-and-research-opportunities,,1,,,,10,,,
,,,,,,,,,
Ranking Annotation,,,,,,,,,
,,,,,,,,,
"1,2",,0,,,,,,,
"1,3",,0,,,,,,,
"1,4",,0,,,,,,,
"1,5",,0,,,,,,,
"1,6",,0,,,,,,,
"1,7",,0,,,,,,,
"1,8",,0,,,,,,,
"1,9",,0,,,,,,,
"1,10",,0,,,,,,,
"2,3",,0,,,,,,,
"2,4",,0,,,,,,,
"2,5",,0,,,,,,,
"2,6",,0,,,,,,,
"2,7",,0,,,,,,,
"2,8",,0,,,,,,,
"2,9",,0,,,,,,,
"2,10",,0,,,,,,,
"3,4",,1,,,,,,,
"3,5",,0,,,,,,,
"3,6",,0,,,,,,,
"3,7",,0,,,,,,,
"3,8",,0,,,,,,,
"3,9",,0,,,,,,,
"3,10",,0,,,,,,,
"4,5",,0,,,,,,,
"4,6",,0,,,,,,,
"4,7",,0,,,,,,,
"4,8",,0,,,,,,,
"4,9",,0,,,,,,,
"4,10",,0,,,,,,,
"5,6",,0,,,,,,,
"5,7",,0,,,,,,,
"5,8",,0,,,,,,,
"5,9",,0,,,,,,,
"5,10",,0,,,,,,,
"6,7",,0,,,,,,,
"6,8",,0,,,,,,,
"6,9",,0,,,,,,,
"6,10",,0,,,,,,,
"7,8",,0,,,,,,,
"7,9",,0,,,,,,,
"7,10",,0,,,,,,,
"8,9",,0,,,,,,,
"8,10",,0,,,,,,,
"9,10",,0,,,,,,,
,,,,,,,,,
courses available at IIITD : 15th query ,,,,,,,,,
,,,,,,,,,
https://www.iiit.ac.in/academics/,,1,,,,1,,,
https://www.shiksha.com/university/indraprastha-institute-of-information-technology-delhi-32722,,1,,,,4,,,
https://iiitd.ac.in/academics/courses/online,,1,,,,3,,,
https://iiitd.ac.in/academics/courses/institute,,1,,,,2,,,
https://old.iiitd.ac.in/education/courses,,1,,,,5,,,
https://institutes.aglasem.com/tag/iiitd/,,1,,,,6,,,
https://institutes.aglasem.com/iiitd-courses/,,1,,,,7,,,
https://www.collegepravesh.com/engineering-colleges/iiit-delhi/,,1,,,,8,,,
https://iiitd.ac.in/cfip,,1,,,,9,,,
https://icb12.iiitd.ac.in/education/courses,,1,,,,10,,,
,,,,,,,,,
Ranking Annotation,,,,,,,,,
,,,,,,,,,
"1,2",,0,,,,,,,
"1,3",,0,,,,,,,
"1,4",,0,,,,,,,
"1,5",,0,,,,,,,
"1,6",,0,,,,,,,
"1,7",,0,,,,,,,
"1,8",,0,,,,,,,
"1,9",,0,,,,,,,
"1,10",,0,,,,,,,
"2,3",,1,,,,,,,
"2,4",,1,,,,,,,
"2,5",,0,,,,,,,
"2,6",,0,,,,,,,
"2,7",,0,,,,,,,
"2,8",,0,,,,,,,
"2,9",,0,,,,,,,
"2,10",,0,,,,,,,
"3,4",,1,,,,,,,
"3,5",,0,,,,,,,
"3,6",,0,,,,,,,
"3,7",,0,,,,,,,
"3,8",,0,,,,,,,
"3,9",,0,,,,,,,
"3,10",,0,,,,,,,
"4,5",,0,,,,,,,
"4,6",,0,,,,,,,
"4,7",,0,,,,,,,
"4,8",,0,,,,,,,
"4,9",,0,,,,,,,
"4,10",,0,,,,,,,
"5,6",,0,,,,,,,
"5,7",,0,,,,,,,
"5,8",,0,,,,,,,
"5,9",,0,,,,,,,
"5,10",,0,,,,,,,
"6,7",,0,,,,,,,
"6,8",,0,,,,,,,
"6,9",,0,,,,,,,
"6,10",,0,,,,,,,
"7,8",,0,,,,,,,
"7,9",,0,,,,,,,
"7,10",,0,,,,,,,
"8,9",,0,,,,,,,
"8,10",,0,,,,,,,
"9,10",,0,,,,,,,
,,,,,,,,,
IIITD faculty : 16th query ,,,,,,,,,
,,,,,,,,,
http://crypto.iiitd.edu.in/faculty.html,,1,,,,3,,,
https://www.iiitd.ac.in/people/faculty,,1,,,,2,,,
https://www.iiitd.ac.in/,,1,,,,1,,,
https://old.iiitd.ac.in/people/faculty,,1,,,,4,,,
https://old.iiitd.ac.in/sdeb,,1,,,,5,,,
https://www.iiit.ac.in/people/faculty/,,1,,,,6,,,
http://faculty.iiitd.ac.in/~arunb/,,1,,,,7,,,
http://www.iiitd.ac.in/people/faculty&sa=U&ved=0ahUKEwjKvrPAhd_aAhXBwrwKHYFaAtQQFggTMAA&usg=AOvVaw2wrFToKFxYBaVdgsuV25PG,,1,,,,8,,,
https://www.iiitd.ac.in/academics/departments/ece/faculty&sa=U&ved=0ahUKEwjKvrPAhd_aAhXBwrwKHYFaAtQQFggcMAE&usg=AOvVaw21lC6x8FEHiZvySgyfQBdk,,1,,,,9,,,
https://www.iiitd.ac.in/careers/faculty/2016,,1,,,,10,,,
,,,,,,,,,
Ranking Annotation,,,,,,,,,
,,,,,,,,,
"1,2",,1,,,,,,,
"1,3",,1,,,,,,,
"1,4",,0,,,,,,,
"1,5",,0,,,,,,,
"1,6",,0,,,,,,,
"1,7",,0,,,,,,,
"1,8",,0,,,,,,,
"1,9",,0,,,,,,,
"1,10",,0,,,,,,,
"2,3",,1,,,,,,,
"2,4",,0,,,,,,,
"2,5",,0,,,,,,,
"2,6",,0,,,,,,,
"2,7",,0,,,,,,,
"2,8",,0,,,,,,,
"2,9",,0,,,,,,,
"2,10",,0,,,,,,,
"3,4",,0,,,,,,,
"3,5",,0,,,,,,,
"3,6",,0,,,,,,,
"3,7",,0,,,,,,,
"3,8",,0,,,,,,,
"3,9",,0,,,,,,,
"3,10",,0,,,,,,,
"4,5",,0,,,,,,,
"4,6",,0,,,,,,,
"4,7",,0,,,,,,,
"4,8",,0,,,,,,,
"4,9",,0,,,,,,,
"4,10",,0,,,,,,,
"5,6",,0,,,,,,,
"5,7",,0,,,,,,,
"5,8",,0,,,,,,,
"5,9",,0,,,,,,,
"5,10",,0,,,,,,,
"6,7",,0,,,,,,,
"6,8",,0,,,,,,,
"6,9",,0,,,,,,,
"6,10",,0,,,,,,,
"7,8",,0,,,,,,,
"7,9",,0,,,,,,,
"7,10",,0,,,,,,,
"8,9",,0,,,,,,,
"8,10",,0,,,,,,,
"9,10",,0,,,,,,,
,,,,,,,,,
placements at IIITD : 17th query,,,,,,,,,
,,,,,,,,,
https://www.iiitd.ac.in/placement,,1,,,,1,,,
https://www.shiksha.com/university/indraprastha-institute-of-information-technology-delhi-32722,,1,,,,2,,,
https://placements.iiit.ac.in/,,0,,,,10,,,
https://www.quora.com/Indraprastha-Institute-of-Information-Technology-Delhi-What-makes-low-placements-at-IIIT-Delhi,,1,,,,4,,,
https://www.quora.com/How-are-the-placements-at-IIITD,,1,,,,3,,,
https://www.collegepravesh.com/engineering-colleges/iiit-delhi/,,1,,,,5,,,
https://www.quora.com/in/How-are-the-placements-at-IIITD&sa=U&ved=0ahUKEwi2raiaxOPZAhVFl5QKHYqqBikQFggjMAM&usg=AOvVaw366ir0owAJKM9x_1p_7dri,,1,,,,6,,,
http://www.baidu.com/link?url=w8gfkg9UHY0lLqg4wtz1l8xectIhcs7hI345AsYppNJ3H6pDCHezv3q9j0t-eUYA,,1,,,,7,,,
https://collegedunia.com/university/25457-indraprastha-institute-of-information-technology-iiitd-new-delhi/placement,,1,,,,8,,,
http://www.baidu.com/link?url=CcwvhC_K2nq5GV83O8N58JpIPK_IiU7ZVP6kfHNTKNZTOY_L9_EK9DId4mowVlc6,,1,,,,9,,,
,,,,,,,,,
Ranking Annotation,,,,,,,,,
,,,,,,,,,
"1,2",,0,,,,,,,
"1,3",,0,,,,,,,
"1,4",,0,,,,,,,
"1,5",,0,,,,,,,
"1,6",,0,,,,,,,
"1,7",,0,,,,,,,
"1,8",,0,,,,,,,
"1,9",,0,,,,,,,
"1,10",,0,,,,,,,
"2,3",,0,,,,,,,
"2,4",,0,,,,,,,
"2,5",,0,,,,,,,
"2,6",,0,,,,,,,
"2,7",,0,,,,,,,
"2,8",,0,,,,,,,
"2,9",,0,,,,,,,
"2,10",,0,,,,,,,
"3,4",,1,,,,,,,
"3,5",,0,,,,,,,
"3,6",,0,,,,,,,
"3,7",,0,,,,,,,
"3,8",,0,,,,,,,
"3,9",,0,,,,,,,
"3,10",,1,,,,,,,
"4,5",,0,,,,,,,
"4,6",,0,,,,,,,
"4,7",,0,,,,,,,
"4,8",,0,,,,,,,
"4,9",,0,,,,,,,
"4,10",,1,,,,,,,
"5,6",,0,,,,,,,
"5,7",,0,,,,,,,
"5,8",,0,,,,,,,
"5,9",,0,,,,,,,
"5,10",,1,,,,,,,
"6,7",,0,,,,,,,
"6,8",,0,,,,,,,
"6,9",,0,,,,,,,
"6,10",,1,,,,,,,
"7,8",,0,,,,,,,
"7,9",,0,,,,,,,
"7,10",,1,,,,,,,
"8,9",,0,,,,,,,
"8,10",,1,,,,,,,
"9,10",,1,,,,,,,
,,,,,,,,,
Nearest metro station to IIITD : 18th query ,,,,,,,,,
,,,,,,,,,
https://www.iiitd.edu.in/HowtoreachIIITD.pdf,,1,,,,1,,,
http://cerc.iiitd.ac.in/contact.html,,1,,,,2,,,
https://www.iiitd.ac.in/contact,,1,,,,3,,,
https://old.iiitd.ac.in/home/contact,,1,,,,4,,,
https://www.iiitd.ac.in/sites/default/files/docs/tenders/TenderIndustrialRoadSweeper.pdf,,1,,,,5,,,
http://cai.iiitd.ac.in/,,1,,,,6,,,
https://www.distancesfrom.com/map-from-KENDRIYA-VIDYALAYA-NO.4-DELHI-CANTT.-to-nearest-metro-station-new-delhi/MapHistory/7769667.aspx,,0,,,,10,,,
https://www.iiitd.edu.in/HowtoreachIIITD.pdf&sa=U&ved=0ahUKEwjoqdzVit_aAhUEOJQKHT2wAGgQFggTMAA&usg=AOvVaw0pCaaSzdS_FCbBZ2hrTKri,,1,,,,7,,,
http://alldistancebetween.com/in/distance-between/ina-metro-station-iiit-delhi-1abfba4148bc975df64314891b6d7194/&sa=U&ved=0ahUKEwjoqdzVit_aAhUEOJQKHT2wAGgQFggZMAE&usg=AOvVaw1r8FfM5QDM7AVhDzr0mDbr,,0,,,,8,,,
http://alldistancebetween.com/in/distance-between/shahdara-metro-station-iiit-delhi-8a24b78b00632b473a89f20c7929880e/&sa=U&ved=0ahUKEwjoqdzVit_aAhUEOJQKHT2wAGgQFggeMAI&usg=AOvVaw0wMND7wU3SuV2F_gLU6T3P,,0,,,,9,,,
,,,,,,,,,
Ranking Annotation,,,,,,,,,
,,,,,,,,,
"1,2",,0,,,,,,,
"1,3",,0,,,,,,,
"1,4",,0,,,,,,,
"1,5",,0,,,,,,,
"1,6",,0,,,,,,,
"1,7",,0,,,,,,,
"1,8",,0,,,,,,,
"1,9",,0,,,,,,,
"1,10",,0,,,,,,,
"2,3",,0,,,,,,,
"2,4",,0,,,,,,,
"2,5",,0,,,,,,,
"2,6",,0,,,,,,,
"2,7",,0,,,,,,,
"2,8",,0,,,,,,,
"2,9",,0,,,,,,,
"2,10",,0,,,,,,,
"3,4",,0,,,,,,,
"3,5",,0,,,,,,,
"3,6",,0,,,,,,,
"3,7",,0,,,,,,,
"3,8",,0,,,,,,,
"3,9",,0,,,,,,,
"3,10",,0,,,,,,,
"4,5",,0,,,,,,,
"4,6",,0,,,,,,,
"4,7",,0,,,,,,,
"4,8",,0,,,,,,,
"4,9",,0,,,,,,,
"4,10",,0,,,,,,,
"5,6",,0,,,,,,,
"5,7",,0,,,,,,,
"5,8",,0,,,,,,,
"5,9",,0,,,,,,,
"5,10",,0,,,,,,,
"6,7",,0,,,,,,,
"6,8",,0,,,,,,,
"6,9",,0,,,,,,,
"6,10",,0,,,,,,,
"7,8",,0,,,,,,,
"7,9",,0,,,,,,,
"7,10",,1,,,,,,,
"8,9",,0,,,,,,,
"8,10",,1,,,,,,,
"9,10",,1,,,,,,,
,,,,,,,,,
Ranking of IIIT Delhi : 19th query,,,,,,,,,
,,,,,,,,,
https://www.quora.com/What-are-the-ranking-of-the-IIITs,,1,,,,1,,,
https://www.quora.com/What-is-the-ranking-of-IIIT-Delhi-all-over-India&sa=U&ved=0ahUKEwjAzPGxjd_aAhXFxbwKHYtpD3sQFggYMAE&usg=AOvVaw0TRYq8HpsglJR9o8Ke8AQ-,,1,,,,2,,,
https://www.quora.com/How-good-are-DTU-BITS-NSIT-and-IIIT-Delhi-as-compared-to-each-other-in-terms-of-placements-and-research-opportunities,,1,,,,3,,,
https://www.collegepravesh.com/engineering-colleges/iiit-delhi/,,1,,,,4,,,
https://en.wikipedia.org/wiki/Indraprastha_Institute_of_Information_Technology,,1,,,,10,,,
http://www.igniteengineers.com/ranking-of-iiits-in-india/,,1,,,,5,,,
http://studychacha.com/discuss/10583-iiit-delhi-ranking.html,,1,,,,6,,,
https://www.iiitd.ac.in/webstory/qsranking,,1,,,,7,,,
http://www.igniteengineers.com/ranking-of-iiits-in-india-2016/,,1,,,,8,,,
https://www.iiitd.ac.in/webstory/qsranking&sa=U&ved=0ahUKEwjIm5OJ85PaAhUFSo8KHQh1AaEQFggoMAQ&usg=AOvVaw2mDEIGUG8H04n7m3KG21mV,,1,,,,9,,,
,,,,,,,,,
Ranking Annotation,,,,,,,,,
,,,,,,,,,
"1,2",,0,,,,,,,
"1,3",,0,,,,,,,
"1,4",,0,,,,,,,
"1,5",,0,,,,,,,
"1,6",,0,,,,,,,
"1,7",,0,,,,,,,
"1,8",,0,,,,,,,
"1,9",,0,,,,,,,
"1,10",,0,,,,,,,
"2,3",,0,,,,,,,
"2,4",,0,,,,,,,
"2,5",,0,,,,,,,
"2,6",,0,,,,,,,
"2,7",,0,,,,,,,
"2,8",,0,,,,,,,
"2,9",,0,,,,,,,
"2,10",,0,,,,,,,
"3,4",,0,,,,,,,
"3,5",,0,,,,,,,
"3,6",,0,,,,,,,
"3,7",,0,,,,,,,
"3,8",,0,,,,,,,
"3,9",,0,,,,,,,
"3,10",,0,,,,,,,
"4,5",,0,,,,,,,
"4,6",,0,,,,,,,
"4,7",,0,,,,,,,
"4,8",,0,,,,,,,
"4,9",,0,,,,,,,
"4,10",,0,,,,,,,
"5,6",,0,,,,,,,
"5,7",,0,,,,,,,
"5,8",,0,,,,,,,
"5,9",,0,,,,,,,
"5,10",,1,,,,,,,
"6,7",,0,,,,,,,
"6,8",,0,,,,,,,
"6,9",,0,,,,,,,
"6,10",,1,,,,,,,
"7,8",,0,,,,,,,
"7,9",,0,,,,,,,
"7,10",,1,,,,,,,
"8,9",,0,,,,,,,
"8,10",,1,,,,,,,
"9,10",,1,,,,,,,
,,,,,,,,,
Campus life at IIIT Delhi : 20th query ,,,,,,,,,
,,,,,,,,,
https://www.quora.com/How-is-the-social-life-at-IIITD,,1,,,,1,,,
https://old.iiitd.ac.in/facilities/students-new,,1,,,,2,,,
https://en.wikipedia.org/wiki/Indraprastha_Institute_of_Information_Technology,,1,,,,5,,,
http://www.indiaeducation.net/iiit/delhi/hostels.aspx,,1,,,,3,,,
https://www.shiksha.com/b-tech/articles/life-at-iiit-delhi-sprawling-campus-lot-of-study-pressure-and-flexible-hostel-timings-blogId-7574,,1,,,,4,,,
https://old.iiitd.ac.in/life/campus-life,,1,,,,6,,,
http://www.baidu.com/link?url=hBRl8dakHDw-rzC2CDtXXU4Qo5yGjWbRfqy1fVOI_gPnDU-2ejPcSgueMrwSBN_f,,1,,,,7,,,
https://www.youtube.com/watch%3Fv%3DwINTbanky64&sa=U&ved=0ahUKEwjTnISJ9pPaAhUHGpQKHaxcC9wQtwIINzAG&usg=AOvVaw0I6py-QLmLRnyvrgBJhya0,,1,,,,9,,,
http://www.indiaeducation.net/iiit/delhi/hostels.aspx&sa=U&ved=0ahUKEwjTnISJ9pPaAhUHGpQKHaxcC9wQFggoMAM&usg=AOvVaw0Gc0mxRu0jrwb98N8FLrgz,,1,,,,8,,,
https://www.shiksha.com/university/indraprastha-institute-of-information-technology-delhi-32722,,1,,,,10,,,
,,,,,,,,,
Ranking Annotation,,,,,,,,,
,,,,,,,,,
"1,2",,0,,,,,,,
"1,3",,0,,,,,,,
"1,4",,0,,,,,,,
"1,5",,0,,,,,,,
"1,6",,0,,,,,,,
"1,7",,0,,,,,,,
"1,8",,0,,,,,,,
"1,9",,0,,,,,,,
"1,10",,0,,,,,,,
"2,3",,0,,,,,,,
"2,4",,0,,,,,,,
"2,5",,0,,,,,,,
"2,6",,0,,,,,,,
"2,7",,0,,,,,,,
"2,8",,0,,,,,,,
"2,9",,0,,,,,,,
"2,10",,0,,,,,,,
"3,4",,0,,,,,,,
"3,5",,1,,,,,,,
"3,6",,0,,,,,,,
"3,7",,0,,,,,,,
"3,8",,0,,,,,,,
"3,9",,0,,,,,,,
"3,10",,0,,,,,,,
"4,5",,1,,,,,,,
"4,6",,0,,,,,,,
"4,7",,0,,,,,,,
"4,8",,0,,,,,,,
"4,9",,0,,,,,,,
"4,10",,0,,,,,,,
"5,6",,0,,,,,,,
"5,7",,0,,,,,,,
"5,8",,0,,,,,,,
"5,9",,0,,,,,,,
"5,10",,0,,,,,,,
"6,7",,0,,,,,,,
"6,8",,0,,,,,,,
"6,9",,0,,,,,,,
"6,10",,0,,,,,,,
"7,8",,0,,,,,,,
"7,9",,0,,,,,,,
"7,10",,0,,,,,,,
"8,9",,1,,,,,,,
"8,10",,0,,,,,,,
"9,10",,0,,,,,,,
,,,,,,,,,
How is Aadhaar different from any other identity issued by the government? : 21st query,Prerna,Ojasvi,Urvi,Himanshu,,Prerna ,Ojasvi ,Urvi,Himanshu
,,,,,,,,,
http://vikaspedia.in/e-governance/online-citizen-services/government-to-citizen-services-g2c/all-about-aadhaar/why-aadhaar&sa=U&ved=0ahUKEwio6OPAsd_aAhVFjlQKHdi6DtsQFgg1MAY&usg=AOvVaw3MQHfEYF6s7bqHf6KdSKEu,,0,,,,,2,,
https://uidai.gov.in/component/fsf/?view=faq&catid=28,,1,,,,,3,,
http://mahadbtgov.in/aadhar-as-a-identity-proof-is-perfect-document/,,1,,,,,6,,
https://www.aadharcard.net/documents-required/,,0,,,,,7,,
https://en.wikipedia.org/wiki/AADHAAR,,0,,,,,8,,
http://www.dnaindia.com/business/report-as-supreme-court-debates-aadhaar-privacy-here-are-10-general-faqs-answered-2576431,,1,,,,,9,,
https://uidai.gov.in/component/fsf/?view=faq&catid=28,,1,,,,,10,,
http://vikaspedia.in/e-governance/online-citizen-services/government-to-citizen-services-g2c/all-about-aadhaar/why-aadhaar,,1,,,,,4,,
http://mahadbtgov.in/aadhar-as-a-identity-proof-is-perfect-document/,,1,,,,,5,,
http://differenttruths.com/governance/politics/uidai-the-aadhaar-of-identity/,,1,,,,,1,,
,,,,,,,,,
Ranking Annotation,,,,,,,,,
,,,,,,,,,
"1,2",,0,,,,,,,
"1,3",,0,,,,,,,
"1,4",,0,,,,,,,
"1,5",,0,,,,,,,
"1,6",,0,,,,,,,
"1,7",,0,,,,,,,
"1,8",,0,,,,,,,
"1,9",,0,,,,,,,
"1,10",,0,,,,,,,
"2,3",,0,,,,,,,
"2,4",,0,,,,,,,
"2,5",,0,,,,,,,
"2,6",,0,,,,,,,
"2,7",,0,,,,,,,
"2,8",,0,,,,,,,
"2,9",,0,,,,,,,
"2,10",,0,,,,,,,
"3,4",,0,,,,,,,
"3,5",,0,,,,,,,
"3,6",,0,,,,,,,
"3,7",,0,,,,,,,
"3,8",,0,,,,,,,
"3,9",,0,,,,,,,
"3,10",,0,,,,,,,
"4,5",,0,,,,,,,
"4,6",,0,,,,,,,
"4,7",,0,,,,,,,
"4,8",,0,,,,,,,
"4,9",,0,,,,,,,
"4,10",,0,,,,,,,
"5,6",,0,,,,,,,
"5,7",,0,,,,,,,
"5,8",,0,,,,,,,
"5,9",,0,,,,,,,
"5,10",,0,,,,,,,
"6,7",,0,,,,,,,
"6,8",,0,,,,,,,
"6,9",,0,,,,,,,
"6,10",,0,,,,,,,
"7,8",,1,,,,,,,
